speed,steering_angle,position,rotation,rotation_speed
-2.342384549999999,0.0,"Vec3(-0.879938, 0.38042, -1.80602)","Vec3(0, -53.0221, 0)",-1.6410380323004208
-2.357576049999999,0.0,"Vec3(-0.868419, 0.38042, -1.81453)","Vec3(0, -53.5207, 0)",-1.6130273212931754
-2.3727623,0.0,"Vec3(-0.856756, 0.38042, -1.823)","Vec3(0, -54.0106, 0)",-1.5850416705791275
-2.387856550000001,0.0,"Vec3(-0.845021, 0.38042, -1.83138)","Vec3(0, -54.4891, 0)",-1.5572408417355779
-2.40277055,0.0,"Vec3(-0.833286, 0.38042, -1.83961)","Vec3(0, -54.9536, 0)",-1.529787007908026
-2.418072300000001,0.0,"Vec3(-0.8211, 0.38042, -1.84801)","Vec3(0, -55.4217, 0)",-1.5016346141922554
-2.433229799999999,0.0,"Vec3(-0.808887, 0.38042, -1.85629)","Vec3(0, -55.877, 0)",-1.473763076251409
-2.4484643,0.0,"Vec3(-0.79647, 0.38042, -1.86456)","Vec3(0, -56.326, 0)",-1.4457653455439472
-2.4635827999999997,0.0,"Vec3(-0.784009, 0.38042, -1.87272)","Vec3(0, -56.7631, 0)",-1.4179961527119176
-2.4788152999999995,0.0,"Vec3(-0.771315, 0.38042, -1.88091)","Vec3(0, -57.1951, 0)",-1.390032921045318
-2.4935972999999994,0.0,"Vec3(-0.758865, 0.38042, -1.88881)","Vec3(0, -57.6061, 0)",-1.3629117108962916
-2.5090705499999992,0.0,"Vec3(-0.745691, 0.38042, -1.89703)","Vec3(0, -58.0279, 0)",-1.3345374811911068
-2.523956299999999,0.0,"Vec3(-0.732888, 0.38042, -1.9049)","Vec3(0, -58.4252, 0)",-1.3072559409870845
-2.5391465500000003,0.0,"Vec3(-0.719688, 0.38042, -1.91288)","Vec3(0, -58.8223, 0)",-1.279431409466154
-2.554346050000001,0.0,"Vec3(-0.706347, 0.38042, -1.92083)","Vec3(0, -59.2113, 0)",-1.2516053266652682
-2.5694755500000004,0.0,"Vec3(-0.692936, 0.38042, -1.9287)","Vec3(0, -59.59, 0)",-1.2239227252361673
-2.5844805499999994,0.0,"Vec3(-0.679508, 0.38042, -1.93647)","Vec3(0, -59.9573, 0)",-1.196483057278019
-2.5998458000000007,0.0,"Vec3(-0.665625, 0.38042, -1.94438)","Vec3(0, -60.325, 0)",-1.1683999699294092
-2.6148440500000008,0.0,"Vec3(-0.651948, 0.38042, -1.95206)","Vec3(0, -60.6754, 0)",-1.1410030124140658
-2.6299688000000003,0.0,"Vec3(-0.638029, 0.38042, -1.95977)","Vec3(0, -61.0206, 0)",-1.1133901032504157
-2.645317299999999,0.0,"Vec3(-0.623775, 0.38042, -1.96756)","Vec3(0, -61.3624, 0)",-1.0853841749922049
-2.6606022999999994,0.0,"Vec3(-0.609453, 0.38042, -1.97527)","Vec3(0, -61.6942, 0)",-1.0575097533209041
-2.6759808,0.0,"Vec3(-0.594916, 0.38042, -1.98299)","Vec3(0, -62.0194, 0)",-1.0294804914856064
-2.6912392999999994,0.0,"Vec3(-0.580368, 0.38042, -1.99062)","Vec3(0, -62.3336, 0)",-1.0016855883547275
-2.7060510500000006,0.0,"Vec3(-0.566131, 0.38042, -1.99799)","Vec3(0, -62.6303, 0)",-0.9747195526015104
-2.7212547999999996,0.0,"Vec3(-0.551395, 0.38042, -2.00552)","Vec3(0, -62.9267, 0)",-0.9470548608449413
-2.7360935499999988,0.0,"Vec3(-0.536898, 0.380927, -2.01284)","Vec3(0, -63.2078, 0)",-0.9200693621558429
-2.7514562999999996,0.0,"Vec3(-0.521768, 0.380927, -2.02039)","Vec3(0, -63.4905, 0)",-0.8921461235681921
-2.7664235499999994,0.0,"Vec3(-0.506912, 0.380927, -2.02771)","Vec3(0, -63.7575, 0)",-0.8649570725219375
